annotation_id,Area,Mean,Min,Max,X,Y,Ch,Counter,Count,label,source_csv,source_image,label_rule,gd_image_otsu,gd_r0_mean,gd_r0_max,gd_r0_mean_over_otsu,gd_r0_mean_percentile,gd_r1_mean,gd_r1_max,gd_r1_mean_over_otsu,gd_r1_mean_percentile,gd_r2_mean,gd_r2_max,gd_r2_mean_over_otsu,gd_r2_mean_percentile,gd_r3_mean,gd_r3_max,gd_r3_mean_over_otsu,gd_r3_mean_percentile,gd_r5_mean,gd_r5_max,gd_r5_mean_over_otsu,gd_r5_mean_percentile,reference_image_otsu,reference_r0_mean,reference_r0_max,reference_r0_mean_over_otsu,reference_r0_mean_percentile,reference_r1_mean,reference_r1_max,reference_r1_mean_over_otsu,reference_r1_mean_percentile,reference_r2_mean,reference_r2_max,reference_r2_mean_over_otsu,reference_r2_mean_percentile,reference_r3_mean,reference_r3_max,reference_r3_mean_over_otsu,reference_r3_mean_percentile,reference_r5_mean,reference_r5_max,reference_r5_mean_over_otsu,reference_r5_mean_percentile
11,0,1135,1135,1135,490.167,191.5,5,0,5,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G007_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G007_0001__zmax_channels.ome.tif,counter_0_negative_1_positive,2315.75,281.0,281.0,0.1213429774371154,0.29073429107666016,434.2,644.0,0.18749865054517975,0.7520980834960938,392.2307692307692,750.0,0.1693752647007532,0.6511812210083008,341.7241379310345,750.0,0.14756521124086558,0.48714637756347656,348.85185185185185,807.0,0.15064314017137076,0.5138378143310547,470.640625,1135.0,1135.0,2.4116065203678496,0.9956092834472656,988.0,1414.0,2.099266292619767,0.9912834167480469,1082.6923076923076,1800.0,2.3004650473858,0.9943981170654297,1099.4827586206898,1983.0,2.3361407838957584,0.9948577880859375,1004.0123456790124,2351.0,2.1332887395324454,0.9919052124023438
12,0,1084,1084,1084,646.167,102.167,5,0,5,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G007_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G007_0001__zmax_channels.ome.tif,counter_0_negative_1_positive,2315.75,344.0,344.0,0.14854798661340818,0.49810791015625,337.6,482.0,0.14578430314153082,0.47405338287353516,322.7692307692308,482.0,0.13937999817304578,0.4317436218261719,328.8965517241379,760.0,0.14202593186835277,0.4498405456542969,292.08641975308643,760.0,0.12613037666116222,0.32717323303222656,470.640625,1084.0,1084.0,2.303243584210352,0.9944524765014648,948.4,1084.0,2.0151256598386507,0.989405632019043,1023.0,1654.0,2.1736330135121675,0.9926042556762695,1000.5172413793103,1654.0,2.125862469648281,0.9917459487915039,881.9012345679013,1654.0,1.8738315133078478,0.9852304458618164
13,0,745,745,745,679.5,103.5,5,0,5,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G007_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G007_0001__zmax_channels.ome.tif,counter_0_negative_1_positive,2315.75,325.0,325.0,0.14034330130627226,0.44141674041748047,312.0,444.0,0.13472956925402138,0.3910980224609375,312.0769230769231,467.0,0.13476278660344299,0.3910980224609375,270.0689655172414,467.0,0.11662267754172143,0.2460918426513672,270.962962962963,507.0,0.11700872847369664,0.2460918426513672,470.640625,745.0,745.0,1.5829487732810996,0.969050407409668,696.0,881.0,1.4788353640317387,0.9584321975708008,706.1538461538462,919.0,1.500409885257666,0.9609689712524414,721.9310344827586,977.0,1.5339326784268965,0.9644632339477539,674.8765432098766,1047.0,1.4339530150204873,0.9519453048706055
14,0,778,778,778,618.167,63.5,5,0,5,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G007_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G007_0001__zmax_channels.ome.tif,counter_0_negative_1_positive,2315.75,307.0,307.0,0.13257044154161718,0.3704385757446289,306.8,386.0,0.13248407643312102,0.36661720275878906,257.38461538461536,386.0,0.11114525116468331,0.2150287628173828,244.79310344827587,386.0,0.10570791469211956,0.17737865447998047,240.6172839506173,524.0,0.10390468917224109,0.16216087341308594,470.640625,778.0,778.0,1.6530659672653631,0.974400520324707,724.2,1018.0,1.538753693436473,0.9651012420654297,692.1538461538462,1018.0,1.4706631969007058,0.9574260711669922,706.6551724137931,1319.0,1.501475084973366,0.9609689712524414,695.0370370370371,1319.0,1.4767892955204134,0.9582128524780273
15,0,483,483,483,293.0,604.0,5,0,4,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G008_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G008_0001__zmax_channels.ome.tif,counter_0_negative_1_positive,4582.669921875,3688.0,3688.0,0.8047710314887908,0.9978761672973633,3382.6,4006.0,0.7381286581111669,0.9975700378417969,3714.076923076923,6641.0,0.8104613656218356,0.9979000091552734,3852.551724137931,7100.0,0.8406784232370939,0.9980068206787109,4095.6666666666665,8803.0,0.8937293622471775,0.9981822967529297,412.8828125,483.0,483.0,1.1698234592896744,0.7354774475097656,520.0,630.0,1.2594372646596907,0.8125782012939453,462.3076923076923,630.0,1.119706798906027,0.6861352920532227,466.2758620689655,630.0,1.129317685194187,0.6967105865478516,504.8024691358025,807.0,1.2226289248497175,0.783778190612793
16,0,388,388,388,479.5,678.167,5,0,4,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G008_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G008_0001__zmax_channels.ome.tif,counter_0_negative_1_positive,4582.669921875,831.0,831.0,0.18133533816897646,0.9889984130859375,944.0,1166.0,0.20599345274550393,0.990077018737793,1091.1538461538462,1596.0,0.2381043943281432,0.9912195205688477,1251.4137931034484,3026.0,0.27307526276983796,0.9921560287475586,1471.148148148148,4319.0,0.3210242442131262,0.9932718276977539,412.8828125,388.0,388.0,0.9397339590153078,0.462127685546875,442.8,565.0,1.0724592707525213,0.6282386779785156,459.53846153846155,663.0,1.112999736549851,0.6775016784667969,427.58620689655174,663.0,1.0356115438846265,0.5868215560913086,434.5679012345679,679.0,1.0525211708457056,0.6075048446655273
17,0,292,292,292,795.5,698.167,5,0,4,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G008_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G008_0001__zmax_channels.ome.tif,counter_0_negative_1_positive,4582.669921875,4590.0,4590.0,1.0015995212943465,0.9984846115112305,4306.2,5003.0,0.939670557428696,0.9983129501342773,4160.7692307692305,5485.0,0.9079356143256443,0.9982261657714844,3878.793103448276,5485.0,0.8464046439245327,0.9980230331420898,4142.024691358025,6540.0,0.9038453045868324,0.9982089996337891,412.8828125,292.0,292.0,0.707222464001211,0.17029380798339844,393.0,599.0,0.9518439327139586,0.4796915054321289,420.38461538461536,599.0,1.018169327125031,0.5626974105834961,423.37931034482756,781.0,1.0254224625657615,0.5732803344726562,456.69135802469134,817.0,1.1061040668160322,0.6684675216674805
18,0,299,299,299,928.833,722.167,5,0,4,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G008_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G008_0001__zmax_channels.ome.tif,counter_0_negative_1_positive,4582.669921875,1480.0,1480.0,0.3229558369315104,0.9933128356933594,1399.4,1721.0,0.30536783662294303,0.992919921875,1271.6153846153845,1758.0,0.27748352080638244,0.9922618865966797,1230.6896551724137,1908.0,0.268552978100783,0.9920558929443359,1166.716049382716,1908.0,0.2545930798579868,0.9916925430297852,412.8828125,299.0,299.0,0.7241764271793222,0.18314647674560547,371.0,434.0,0.8985600484398948,0.40161609649658203,345.53846153846155,480.0,0.8368923362206111,0.3174467086791992,337.13793103448273,510.0,0.8165462955290316,0.29051876068115234,340.2962962962963,524.0,0.8241958395792905,0.29962921142578125
19,0,1426,1426,1426,315.5,315.5,5,1,4,1,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G008_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G008_0001__zmax_channels.ome.tif,counter_0_negative_1_positive,4582.669921875,6142.0,6142.0,1.3402667232657681,0.9991226196289062,5546.6,6172.0,1.210342462921835,0.9989509582519531,5101.7692307692305,6373.0,1.1132744268611519,0.998779296875,4634.896551724138,7718.0,1.0113965506439462,0.9985122680664062,3422.5061728395062,7718.0,0.7468367199004347,0.9976100921630859,412.8828125,1426.0,1426.0,3.453764498855229,0.9996404647827148,1366.6,1745.0,3.3098980113152563,0.9995765686035156,1287.4615384615386,1858.0,3.1182250737587642,0.9994707107543945,1176.0,2081.0,2.8482658139226853,0.9992074966430664,1092.962962962963,2423.0,2.647150547016202,0.9988174438476562
20,0,325,325,325,234.167,655.5,5,1,4,1,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G008_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G008_0001__zmax_channels.ome.tif,counter_0_negative_1_positive,4582.669921875,2077.0,2077.0,0.4532292387207751,0.9954986572265625,2035.0,2513.0,0.4440642757808268,0.9953861236572266,2199.230769230769,2907.0,0.47990163086652193,0.9958219528198242,2481.7241379310344,3721.0,0.541545470269357,0.9963960647583008,3218.962962962963,8648.0,0.7024208633481339,0.9973964691162109,412.8828125,325.0,325.0,0.7871482904123067,0.2614412307739258,465.2,643.0,1.1267119529224772,0.6941347122192383,473.9230769230769,643.0,1.1478391993444312,0.7132568359375,501.55172413793105,761.0,1.2147556375646686,0.7776727676391602,570.5555555555555,1402.0,1.381882554279383,0.8885231018066406
21,0,939,939,939,715.5,388.833,5,1,4,1,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G008_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G008_0001__zmax_channels.ome.tif,counter_0_negative_1_positive,4582.669921875,9713.0,9713.0,2.119506786564703,0.9995326995849609,8341.6,11485.0,1.8202489252350589,0.9994125366210938,7788.692307692308,13210.0,1.6995970559680988,0.9993562698364258,6891.482758620689,13210.0,1.5038139067631209,0.9992504119873047,5855.172839506173,13210.0,1.2776771924063273,0.9990520477294922,412.8828125,939.0,939.0,2.274253060606634,0.9971036911010742,846.0,1014.0,2.0490075498117277,0.9940919876098633,722.3846153846154,1014.0,1.749611738523544,0.9793844223022461,657.5862068965517,1186.0,1.5926703340225665,0.95751953125,587.1234567901234,1186.0,1.4220099239178754,0.9069290161132812
22,0,413,413,413,699.5,194.167,5,1,4,1,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G008_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G008_0001__zmax_channels.ome.tif,counter_0_negative_1_positive,4582.669921875,2617.0,2617.0,0.5710644765201099,0.9966192245483398,1784.2,2617.0,0.38933635422513574,0.9945974349975586,1882.3846153846155,2816.0,0.4107615533030661,0.9949121475219727,1996.6896551724137,3304.0,0.4357044450531728,0.9952726364135742,1873.8395061728395,3583.0,0.40889689594011996,0.9948883056640625,412.8828125,413.0,413.0,1.0002838275085622,0.5384578704833984,359.4,413.0,0.8704649094590247,0.3683748245239258,394.2307692307692,749.0,0.9548248493167034,0.4829893112182617,401.6551724137931,749.0,0.9728067147716232,0.5032110214233398,382.0987654320988,749.0,0.9254411999339371,0.4391746520996094
23,0,308,308,308,240.0,137.0,5,0,6,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G009_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G009_0001__zmax_channels.ome.tif,counter_0_negative_1_positive,1541.23046875,2139.0,2139.0,1.3878521372178785,0.9958038330078125,2234.8,2821.0,1.4500102647286184,0.9961032867431641,2170.3076923076924,2821.0,1.4081655769937504,0.9959115982055664,2100.6206896551726,2821.0,1.3629504037503621,0.9957027435302734,2090.4814814814813,4131.0,1.3563717587136375,0.9956750869750977,425.640625,308.0,308.0,0.7236151389449726,0.25527095794677734,393.4,493.0,0.9242538820160786,0.5504331588745117,363.61538461538464,493.0,0.8542779125356859,0.44647789001464844,356.48275862068965,531.0,0.8375205224376542,0.42432498931884766,382.9382716049383,656.0,0.8996750993985555,0.5091838836669922
24,0,310,310,310,27.5,279.5,5,0,6,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G009_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G009_0001__zmax_channels.ome.tif,counter_0_negative_1_positive,1541.23046875,2418.0,2418.0,1.568876329028906,0.9965600967407227,2748.4,3571.0,1.7832504973958003,0.9973278045654297,2723.5384615384614,3820.0,1.7671195299865574,0.9972724914550781,2750.9655172413795,4041.0,1.7849150876653272,0.9973316192626953,2489.185185185185,4317.0,1.615063571383983,0.9967269897460938,425.640625,310.0,310.0,0.7283139385485115,0.26289844512939453,403.6,522.0,0.9482177599941266,0.5792655944824219,391.84615384615387,522.0,0.9206032761702525,0.543766975402832,405.44827586206895,607.0,0.9525600989380865,0.5847873687744141,387.0740740740741,741.0,0.9093917528997005,0.5289554595947266
25,0,409,409,409,903.5,431.5,5,0,6,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G009_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G009_0001__zmax_channels.ome.tif,counter_0_negative_1_positive,1541.23046875,1872.0,1872.0,1.2146139321514111,0.9948911666870117,1877.6,2113.0,1.218247392632206,0.9949092864990234,1788.4615384615386,2271.0,1.1604114859681258,0.9945898056030273,1763.4827586206898,3199.0,1.1442044485734475,0.9944877624511719,1643.0123456790122,4567.0,1.06603936205048,0.9940195083618164,425.640625,409.0,409.0,0.9609045189236812,0.5963306427001953,397.4,494.0,0.9336514812231562,0.5626020431518555,386.7692307692308,494.0,0.9086755540997309,0.5251026153564453,406.3103448275862,630.0,0.9545854435947843,0.5875711441040039,391.1111111111111,662.0,0.9188763669142509,0.543766975402832
26,0,621,621,621,739.5,598.167,5,0,6,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G009_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G009_0001__zmax_channels.ome.tif,counter_0_negative_1_positive,1541.23046875,2769.0,2769.0,1.7966164413072956,0.99737548828125,3196.8,4693.0,2.0741868687508713,0.9980592727661133,3041.5384615384614,4828.0,1.973448178717406,0.9978313446044922,2776.7241379310344,4989.0,1.801628110935978,0.9973897933959961,2190.0246913580245,4989.0,1.4209586014311169,0.9959640502929688,425.640625,621.0,621.0,1.4589772768987923,0.9495811462402344,416.6,621.0,0.9787599574171286,0.6189022064208984,390.61538461538464,621.0,0.9177117071834594,0.5402059555053711,374.2413793103448,621.0,0.8792426223656279,0.4790983200073242,384.25925925925924,682.0,0.902778627531757,0.517237663269043
27,0,312,312,312,896.833,850.167,5,0,6,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G009_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G009_0001__zmax_channels.ome.tif,counter_0_negative_1_positive,1541.23046875,5621.0,5621.0,3.6470859575978,0.9997215270996094,5501.2,6333.0,3.5693558565979395,0.9996976852416992,5545.0,7142.0,3.5977747082155846,0.9997034072875977,5501.896551724138,9187.0,3.569807801805526,0.9996976852416992,4873.975308641975,9187.0,3.162392262200062,0.9994926452636719,425.640625,312.0,312.0,0.7330127381520503,0.2708768844604492,349.6,425.0,0.8213501706985794,0.39658451080322266,344.38461538461536,475.0,0.8090971471170435,0.37546348571777344,347.48275862068965,504.0,0.8163759242217297,0.3879547119140625,365.51851851851853,626.0,0.8587491349504491,0.4521932601928711
28,0,350,350,350,1011.5,983.5,5,0,6,0,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G009_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G009_0001__zmax_channels.ome.tif,counter_0_negative_1_positive,1541.23046875,2515.0,2515.0,1.631813055214102,0.9967889785766602,2423.6,2819.0,1.5725097895097007,0.9965715408325195,2356.846153846154,2834.0,1.529197742734512,0.9964056015014648,2212.103448275862,2834.0,1.4352840104893376,0.9960289001464844,2010.7654320987654,3156.0,1.3046494167284255,0.995396614074707,425.640625,350.0,350.0,0.8222899306192871,0.40076446533203125,288.8,350.0,0.6785066627510004,0.20351219177246094,311.0,443.0,0.7306633383502809,0.2668342590332031,301.6551724137931,488.0,0.7087086022716772,0.23256778717041016,333.1604938271605,572.0,0.7827271981549235,0.33800220489501953
29,0,572,572,572,980.833,839.5,5,1,2,1,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G009_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G009_0001__zmax_channels.ome.tif,counter_0_negative_1_positive,1541.23046875,226.0,226.0,0.1466360836892195,0.6264171600341797,348.0,597.0,0.2257936155922495,0.9322118759155273,403.15384615384613,865.0,0.2615792085143633,0.9638395309448242,540.1724137931035,2498.0,0.350481271130855,0.9825010299682617,646.5925925925926,2498.0,0.41953011292140185,0.9858074188232422,425.640625,572.0,572.0,1.343856686612092,0.9160633087158203,645.2,808.0,1.5158327521016117,0.9605808258056641,690.4615384615385,1077.0,1.6221702015909276,0.9746589660644531,725.3793103448276,1213.0,1.704206007931756,0.981597900390625,716.9876543209876,1363.0,1.6844906529328296,0.9800968170166016
30,0,351,351,351,258.167,796.833,5,1,2,1,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G009_0001.csv,20260701_GD_9911-9912-9913-9914-9915_20x_A01_G009_0001__zmax_channels.ome.tif,counter_0_negative_1_positive,1541.23046875,492.0,492.0,0.31922545652697343,0.979466438293457,428.2,556.0,0.277829960335061,0.97076416015625,457.61538461538464,850.0,0.2969156098935217,0.9756479263305664,642.6206896551724,3380.0,0.4169530142862824,0.9857091903686523,718.7530864197531,4240.0,0.46635016695633513,0.9872140884399414,425.640625,351.0,351.0,0.8246393304210565,0.4049978256225586,616.0,783.0,1.4472302778899453,0.9470157623291016,645.8461538461538,937.0,1.5173508258196777,0.9605808258056641,650.3103448275862,937.0,1.5278389952265157,0.9625329971313477,631.9876543209876,1004.0,1.4847916697824313,0.9543256759643555
